"url","status","bytes","title","canonical","robots","h1count","h1","error"
"https://www.globalsync-ai.com/convert/pst-to-gmt","200","23732","GlobalSync AI | Time Zone &amp; Currency Converter","https://www.globalsync-ai.com/convert/pst-to-gmt","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
            PST to GMT Time Zone Converter
          ",""
"https://www.globalsync-ai.com/convert/pst-to-ist","200","23523","GlobalSync AI | Time Zone &amp; Currency Converter","https://www.globalsync-ai.com/convert/pst-to-ist","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
            PST to IST Time Zone Converter
          ",""
"https://www.globalsync-ai.com/convert/sgt-to-est","200","23514","GlobalSync AI | Time Zone &amp; Currency Converter","https://www.globalsync-ai.com/convert/sgt-to-est","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
            SGT to EST Time Zone Converter
          ",""
"https://www.globalsync-ai.com/convert/sgt-to-pst","200","23514","GlobalSync AI | Time Zone &amp; Currency Converter","https://www.globalsync-ai.com/convert/sgt-to-pst","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
            SGT to PST Time Zone Converter
          ",""
"https://www.globalsync-ai.com/convert/utc-to-est","200","23873","GlobalSync AI | Time Zone &amp; Currency Converter","https://www.globalsync-ai.com/convert/utc-to-est","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
            UTC to EST Time Zone Converter
          ",""
"https://www.globalsync-ai.com/convert/utc-to-ist","200","23685","GlobalSync AI | Time Zone &amp; Currency Converter","https://www.globalsync-ai.com/convert/utc-to-ist","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
            UTC to IST Time Zone Converter
          ",""
"https://www.globalsync-ai.com/convert/utc-to-pst","200","23519","GlobalSync AI | Time Zone &amp; Currency Converter","https://www.globalsync-ai.com/convert/utc-to-pst","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
            UTC to PST Time Zone Converter
          ",""
"https://www.globalsync-ai.com/currency-converter","200","27490","Free Live Currency Converter | 160+ Rates | GlobalSync AI","https://www.globalsync-ai.com/currency-converter","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","Free Live Currency Converter & Exchange Rates",""
"https://www.globalsync-ai.com/currency/aed-to-aud","200","27229","AED to AUD Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aed-to-aud","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AED to AUD Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aed-to-brl","200","27192","AED to BRL Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aed-to-brl","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AED to BRL Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aed-to-cad","200","27210","AED to CAD Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aed-to-cad","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AED to CAD Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aed-to-eur","200","27109","AED to EUR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aed-to-eur","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AED to EUR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aed-to-gbp","200","27191","AED to GBP Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aed-to-gbp","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AED to GBP Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aed-to-inr","200","27181","AED to INR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aed-to-inr","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AED to INR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aed-to-jpy","200","27162","AED to JPY Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aed-to-jpy","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AED to JPY Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aed-to-ngn","200","27201","AED to NGN Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aed-to-ngn","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AED to NGN Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aed-to-pkr","200","27191","AED to PKR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aed-to-pkr","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AED to PKR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aed-to-sar","200","27172","AED to SAR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aed-to-sar","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AED to SAR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aed-to-usd","200","27158","AED to USD Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aed-to-usd","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AED to USD Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aud-to-aed","200","27229","AUD to AED Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aud-to-aed","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AUD to AED Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aud-to-brl","200","27271","AUD to BRL Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aud-to-brl","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AUD to BRL Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aud-to-cad","200","27289","AUD to CAD Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aud-to-cad","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AUD to CAD Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aud-to-eur","200","27188","AUD to EUR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aud-to-eur","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AUD to EUR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aud-to-gbp","200","27270","AUD to GBP Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aud-to-gbp","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AUD to GBP Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aud-to-inr","200","27260","AUD to INR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aud-to-inr","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AUD to INR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aud-to-jpy","200","27239","AUD to JPY Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aud-to-jpy","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AUD to JPY Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aud-to-ngn","200","27280","AUD to NGN Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aud-to-ngn","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AUD to NGN Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aud-to-pkr","200","27268","AUD to PKR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aud-to-pkr","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AUD to PKR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aud-to-sar","200","27251","AUD to SAR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aud-to-sar","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AUD to SAR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/aud-to-usd","200","27237","AUD to USD Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/aud-to-usd","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              AUD to USD Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/brl-to-aed","200","27192","BRL to AED Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/brl-to-aed","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              BRL to AED Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/brl-to-aud","200","27271","BRL to AUD Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/brl-to-aud","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              BRL to AUD Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/brl-to-cad","200","27252","BRL to CAD Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/brl-to-cad","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              BRL to CAD Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/brl-to-eur","200","27151","BRL to EUR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/brl-to-eur","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              BRL to EUR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/brl-to-gbp","200","27233","BRL to GBP Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/brl-to-gbp","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              BRL to GBP Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/brl-to-inr","200","27223","BRL to INR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/brl-to-inr","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              BRL to INR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/brl-to-jpy","200","27204","BRL to JPY Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/brl-to-jpy","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              BRL to JPY Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/brl-to-ngn","200","27243","BRL to NGN Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/brl-to-ngn","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              BRL to NGN Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/brl-to-pkr","200","27233","BRL to PKR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/brl-to-pkr","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              BRL to PKR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/brl-to-sar","200","27214","BRL to SAR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/brl-to-sar","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              BRL to SAR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/brl-to-usd","200","27200","BRL to USD Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/brl-to-usd","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              BRL to USD Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/cad-to-aed","200","27210","CAD to AED Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/cad-to-aed","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              CAD to AED Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/cad-to-aud","200","27289","CAD to AUD Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/cad-to-aud","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              CAD to AUD Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/cad-to-brl","200","27252","CAD to BRL Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/cad-to-brl","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              CAD to BRL Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/cad-to-eur","200","27169","CAD to EUR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/cad-to-eur","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              CAD to EUR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/cad-to-gbp","200","27251","CAD to GBP Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/cad-to-gbp","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              CAD to GBP Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/cad-to-inr","200","27241","CAD to INR Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/cad-to-inr","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              CAD to INR Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/cad-to-jpy","200","27220","CAD to JPY Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/cad-to-jpy","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              CAD to JPY Live Exchange Rate
            ",""
"https://www.globalsync-ai.com/currency/cad-to-ngn","200","27261","CAD to NGN Live Exchange Rate | GlobalSync AI","https://www.globalsync-ai.com/currency/cad-to-ngn","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","1","
              CAD to NGN Live Exchange Rate
            ",""
